Task_ID_Dec,Task_ID_Hex,Tên_Nhiệm_Vụ,Thể_Loại,Thứ_Tự_Logic,Số_Subtask,Người_Giao_Đầu_Tiên,Nguồn_File,Tóm_Tắt_Cốt_Truyện_Gốc
432,00000000000001b0,Kỹ năng cấp 110_Đường Môn,Nhiệm vụ chính tuyến,linear,1,Đường Tế Dân [<color=green>Đệ tử tiếp dẫn Đường Môn<color>],Stories\task_publish\task\00000000000001B0.xml,
433,00000000000001b1,Kỹ năng cấp 110_Ngũ Độc,Nhiệm vụ chính tuyến,linear,1,Biên Nhất Xuân [<color=green>Đệ tử tiếp dẫn Ngũ Độc<color>],Stories\task_publish\task\00000000000001B1.xml,
434,00000000000001b2,Kỹ năng cấp 110_Nga My,Nhiệm vụ chính tuyến,linear,1,Huyền Tịnh [<color=green>Đệ tử tiếp dẫn Nga My<color>],Stories\task_publish\task\00000000000001B2.xml,
435,00000000000001b3,Kỹ năng cấp 110_Thúy Yên,Nhiệm vụ chính tuyến,linear,1,Tô Nhã [<color=green>Đệ tử tiếp dẫn Thúy Yên<color>],Stories\task_publish\task\00000000000001B3.xml,
436,00000000000001b4,Kỹ năng cấp 110_Cái Bang,Nhiệm vụ chính tuyến,linear,1,La Tuấn [<color=green>Đệ tử Tiếp Dẫn Cái Bang<color>],Stories\task_publish\task\00000000000001B4.xml,
437,00000000000001b5,Kỹ năng cấp 110_Thiên Nhẫn,Nhiệm vụ chính tuyến,linear,1,Tạ Phi Kinh [<color=green>Đệ tử tiếp dẫn Thiên Nhẫn<color>],Stories\task_publish\task\00000000000001B5.xml,
438,00000000000001b6,Kỹ năng cấp 110_Võ Đang,Nhiệm vụ chính tuyến,linear,1,Minh Tuệ [<color=green>Đệ tử tiếp dẫn Võ Đang<color>],Stories\task_publish\task\00000000000001B6.xml,
439,00000000000001b7,Kỹ năng cấp 110_Côn Lôn,Nhiệm vụ chính tuyến,linear,1,Quy Kinh Tinh [<color=green>Đệ tử tiếp dẫn Côn Lôn<color>],Stories\task_publish\task\00000000000001B7.xml,
440,00000000000001b8,Kỹ năng cấp 110_Minh Giáo,Nhiệm vụ chính tuyến,linear,1,Đồng Lăng [<color=green>Đệ tử tiếp dẫn Minh Giáo<color>],Stories\task_publish\task\00000000000001B8.xml,
441,00000000000001b9,Kỹ năng cấp 110_Đoàn Thị,Nhiệm vụ chính tuyến,linear,1,Đoàn Tu Tịnh [<color=green>Đệ tử tiếp dẫn Đại Lý Đoàn Thị<color>],Stories\task_publish\task\00000000000001B9.xml,
442,00000000000001ba,Hừng Hực Khí Thế,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\00000000000001BA.xml,
443,00000000000001bb,Liên Thủy Đăng Lục,Nhiệm vụ chính tuyến,linear,1,Tất Tái Ngộ [<color=green>Đại Nguyên Soái<color>],Stories\task_publish\task\00000000000001BB.xml,
444,00000000000001bc,Dương Đông Kích Tây,Nhiệm vụ chính tuyến,linear,1,Quách Nghê,Stories\task_publish\task\00000000000001BC.xml,
445,00000000000001bd,Xả Thân Vì Nghĩa,Nhiệm vụ chính tuyến,linear,1,Tất Tái Ngộ [<color=green>Đại Nguyên Soái<color>],Stories\task_publish\task\00000000000001BD.xml,
446,00000000000001be,Như Từng Quen Biết,Nhiệm vụ chính tuyến,linear,1,Tất Tái Ngộ [<color=green>Đại Nguyên Soái<color>],Stories\task_publish\task\00000000000001BE.xml,
447,00000000000001bf,Chẳng Như Hoài Niệm,Nhiệm vụ chính tuyến,linear,1,Tất Tái Ngộ [<color=green>Đại Nguyên Soái<color>],Stories\task_publish\task\00000000000001BF.xml,
448,00000000000001c0,Tiểu Thư Họ Bạch,Nhiệm vụ chính tuyến,linear,1,Huyền Từ Đại Sư [<color=green>Trụ trì Thiếu Lâm Tự<color>],Stories\task_publish\task\00000000000001C0.xml,
449,00000000000001c1,Mối Duyên Sơn Trại,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Bé gái nghịch ngợm<color>],Stories\task_publish\task\00000000000001C1.xml,
450,00000000000001c2,Thân Thế Mơ Hồ,Nhiệm vụ chính tuyến,linear,1,Vô Tưởng [<color=green>Khách phương xa<color>],Stories\task_publish\task\00000000000001C2.xml,
451,00000000000001c3,Du Long Tái Hiện,Nhiệm vụ chính tuyến,linear,1,Minh Dương,Stories\task_publish\task\00000000000001C3.xml,
452,00000000000001c4,Hiệp Cốt Nhu Tình,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm,Stories\task_publish\task\00000000000001C4.xml,
453,00000000000001c5,Tam Hoàn Trận,Nhiệm vụ chính tuyến,linear,1,Điền Phong Toàn [<color=green>Nội gián quân Tống<color>],Stories\task_publish\task\00000000000001C5.xml,
454,00000000000001c6,Vu Chi Hoặc,Nhiệm vụ chính tuyến,linear,1,Cổ Vũ Nạp Tư [<color=green>Bạch Man trưởng lão<color>],Stories\task_publish\task\00000000000001C6.xml,
455,00000000000001c7,Thâm Nhập Bí Huyệt,Nhiệm vụ chính tuyến,linear,1,Tất Tái Ngộ [<color=green>Đại Nguyên Soái<color>],Stories\task_publish\task\00000000000001C7.xml,
456,00000000000001c8,Du Long Sứ,Nhiệm vụ chính tuyến,linear,1,Từ Hương Hương [<color=green>Du Long Sứ<color>],Stories\task_publish\task\00000000000001C8.xml,
457,00000000000001c9,Thái Tổ Bí Sử,Nhiệm vụ chính tuyến,linear,1,Từ Nhiễm Nhiễm,Stories\task_publish\task\00000000000001C9.xml,
458,00000000000001ca,Ngưng Mi Xả Thân,Nhiệm vụ chính tuyến,linear,1,Vô Tưởng Sư Thái [<color=green>Chưởng Môn Nga My<color>],Stories\task_publish\task\00000000000001CA.xml,
459,00000000000001cb,Đốt Lương,Nhiệm vụ chính tuyến,linear,1,Tịnh Tâm Hòa Thượng,Stories\task_publish\task\00000000000001CB.xml,
460,00000000000001cc,Triệt Nguồn Nước,Nhiệm vụ chính tuyến,linear,1,Tần Oa [<color=green>Trại chủ Tịch Mịch Hoạch Thủy Trại<color>],Stories\task_publish\task\00000000000001CC.xml,
461,00000000000001cd,Tế Đồng,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm,Stories\task_publish\task\00000000000001CD.xml,
462,00000000000001ce,Tộc Hỏa Lỗ,Nhiệm vụ chính tuyến,linear,1,Thủ Khố Sứ [<color=green>Một người giữ ải<color>],Stories\task_publish\task\00000000000001CE.xml,
464,00000000000001d0,Kết Bạn Lên Đường,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\00000000000001D0.xml,
465,00000000000001d1,Càng Thêm Lớn Mạnh,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\00000000000001D1.xml,
466,00000000000001d2,Chúc Tết Năm Mới,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\00000000000001D2.xml,
467,00000000000001d3,Lương Duyên Tiền Định,Nhiệm vụ chính tuyến,linear,1,Hồng Di [<color=gold>Hướng dẫn Điển Lễ <color>],Stories\task_publish\task\00000000000001D3.xml,
468,00000000000001d4,"""Vô Tự Thiên Thư""",Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\00000000000001D4.xml,
469,00000000000001d5,Tâm Nguyện,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\00000000000001D5.xml,
