task_id	task_name	event_family_id	coverage_tier	primary_channel	trio_owner	volume_candidate	disposition_rule	reason
409	Nhiệm vụ Võ Đang (cấp 30)	EF-SECT-05	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
410	Nhiệm vụ Thiếu Lâm (cấp 30)	EF-SECT-06	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
411	Nhiệm vụ Thiên Nhẫn (cấp 30)	EF-SECT-07	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
412	Nhiệm vụ Nga My (cấp 30)	EF-SECT-08	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
413	Nhiệm vụ Đường Môn (cấp 30)	EF-SECT-09	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
414	Nhiệm vụ Thúy Yên (cấp 30)	EF-SECT-10	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
415	Nhiệm vụ Minh Giáo (cấp 30)	EF-SECT-11	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
416	Nhiệm vụ Đoàn Thị (cấp 30)	EF-SECT-12	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
417	Nhiệm vụ Thiên Vương (cấp 40)	EF-SECT-01	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
418	Nhiệm vụ Cái Bang (cấp 40)	EF-SECT-02	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
419	Nhiệm vụ Ngũ Độc (cấp 40)	EF-SECT-03	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
420	Nhiệm vụ Côn Lôn (cấp 40)	EF-SECT-04	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
421	Nhiệm vụ Võ Đang (cấp 40)	EF-SECT-05	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
422	Nhiệm vụ Thiếu Lâm (cấp 40)	EF-SECT-06	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
423	Nhiệm vụ Thiên Nhẫn (cấp 40)	EF-SECT-07	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
424	Nhiệm vụ Nga My (cấp 40)	EF-SECT-08	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
425	Nhiệm vụ Đường Môn (cấp 40)	EF-SECT-09	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
426	Nhiệm vụ Thúy Yên (cấp 40)	EF-SECT-10	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
427	Nhiệm vụ Minh Giáo (cấp 40)	EF-SECT-11	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
428	Nhiệm vụ Đoàn Thị (cấp 40)	EF-SECT-12	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
429	Hành Trình Bất Tận	EF-T0429	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
430	Kỹ năng cấp 110_Thiếu Lâm	EF-SECT-06	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
431	Kỹ năng cấp 110_Thiên Vương	EF-SECT-01	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
432	Kỹ năng cấp 110_Đường Môn	EF-SECT-09	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
433	Kỹ năng cấp 110_Ngũ Độc	EF-SECT-03	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
434	Kỹ năng cấp 110_Nga My	EF-SECT-08	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
435	Kỹ năng cấp 110_Thúy Yên	EF-SECT-10	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
436	Kỹ năng cấp 110_Cái Bang	EF-SECT-02	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
437	Kỹ năng cấp 110_Thiên Nhẫn	EF-SECT-07	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
438	Kỹ năng cấp 110_Võ Đang	EF-SECT-05	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
439	Kỹ năng cấp 110_Côn Lôn	EF-SECT-04	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
440	Kỹ năng cấp 110_Minh Giáo	EF-SECT-11	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
441	Kỹ năng cấp 110_Đoàn Thị	EF-SECT-12	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
442	Hừng Hực Khí Thế	EF-T0442	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
443	Liên Thủy Đăng Lục	EF-T0443	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
444	Dương Đông Kích Tây	EF-T0444	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
445	Xả Thân Vì Nghĩa	EF-T0445	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
446	Như Từng Quen Biết	EF-T0446	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
447	Chẳng Như Hoài Niệm	EF-T0447	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
448	Tiểu Thư Họ Bạch	EF-T0448	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
449	Mối Duyên Sơn Trại	EF-T0449	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
450	Thân Thế Mơ Hồ	EF-T0450	A	DIRECT_TRIO	tieu-phung	V	VISION_LOCK	R-12/R-18 select parentage; source vision stays uncertain; external corroboration still a candidate.
451	Du Long Tái Hiện	EF-T0451	A	DIRECT_TRIO	tieu-phung	V	VISION_LOCK	R-12/R-18 select parentage; source vision stays uncertain; external corroboration still a candidate.
452	Hiệp Cốt Nhu Tình	EF-T0452	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
453	Tam Hoàn Trận	EF-T0453	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
454	Vu Chi Hoặc	EF-T0454	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
455	Thâm Nhập Bí Huyệt	EF-T0455	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
456	Du Long Sứ	EF-T0456	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
457	Thái Tổ Bí Sử	EF-T0457	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
458	Ngưng Mi Xả Thân	EF-T0458	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
459	Đốt Lương	EF-T0459	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
460	Triệt Nguồn Nước	EF-T0460	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
461	Tế Đồng	EF-T0461	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
462	Tộc Hỏa Lỗ	EF-T0462	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
464	Kết Bạn Lên Đường	EF-T0464	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
465	Càng Thêm Lớn Mạnh	EF-T0465	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
466	Chúc Tết Năm Mới	EF-T0466	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
467	Lương Duyên Tiền Định	EF-T0467	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
468	"""Vô Tự Thiên Thư"""	EF-T0468	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
469	Tâm Nguyện	EF-T0469	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
